birthday,birthday_guys
1910-11-18,"Joseph John, Maryland Dykes"
1905-2-5,"Joseph Johnson"
1905-3-21,"Joseph Jonas"
1976-3-24,"Joseph Jonathan, Scott Joseph"
1921-8-3,"Joseph Joseph"
1882-9-5,"Joseph Julius"
1852-11-16,"Joseph L."
1914-1-5,"Joseph LaVerne, John Theodore"
1913-5-24,"Joseph Lawrence"
1879-3-11,"Joseph Lawrence"
1946-7-4,"Joseph Lee"
1884-12-3,"Joseph Leo"
1881-4-13,"Joseph Leo"
1904-10-28,"Joseph Leo, Elias Calvin"
1882-2-1,"Joseph Lionel White"
1886-1-21,"Joseph Louis"
1982-10-24,"Joseph Macay"
1948-6-2,"Joseph Martin"
1899-11-6,"Joseph Martin Napoleon"
1990-10-30,"Joseph Matthew"
1980-12-11,"Joseph Matthew"
1895-8-10,"Joseph Maurice"
1965-7-24,"Joseph Melton"
1962-5-31,"Joseph Michael"
1974-11-22,"Joseph Michael"
1911-11-24,"Joseph Michael"
1921-9-1,"Joseph Michael"
1903-3-27,"Joseph Michael"
1947-4-14,"Joseph Michael"
1958-12-3,"Joseph Michael"
1930-11-19,"Joseph Michael"
1986-5-19,"Joseph Michael"
1984-3-22,"Joseph Michael"
1943-4-24,"Joseph Michael, Ivan Augustus"
1967-8-14,"Joseph Milton"
1853-9-17,"Joseph Myles"
1875-10-18,"Joseph Nicholas"
1861-12-29,"Joseph Nicholas"
1935-12-13,"Joseph O'Neal, Lyndall Dale"
1898-10-7,"Joseph Oscar"
1859-12-24,"Joseph P."
1917-3-13,"Joseph Patrick"
1922-7-30,"Joseph Patrick"
1895-9-6,"Joseph Patrick"
1900-1-16,"Joseph Patrick"
1895-7-9,"Joseph Paul"
1859-9-27,"Joseph Paul"
1982-7-23,"Joseph Paul"
1940-7-18,"Joseph Paul"
1978-9-28,"Joseph Paul"
1977-6-7,"Joseph Paul"
1923-7-7,"Joseph Paul, Edward Robert"
1914-11-25,"Joseph Paul, Eugene Louis"
1928-12-9,"Joseph Paul, William Joseph"
1919-10-3,"Joseph Perry"
1913-11-4,"Joseph Peter"
1905-3-11,"Joseph Peter"
1895-3-3,"Joseph Peter"
1885-1-16,"Joseph Peter"
1891-1-2,"Joseph Peter"
1882-6-4,"Joseph Peter"
1941-1-16,"Joseph Peter"
1933-6-26,"Joseph Peter, Gene Leroy"
1883-2-8,"Joseph Philip"
1864-11-5,"Joseph R."
1970-5-2,"Joseph Randal"
1961-1-14,"Joseph Randall"
1970-5-25,"Joseph Raymond, Luis Alberto"
1982-9-18,"Joseph Richard"
1898-1-23,"Joseph Richard"
1935-8-15,"Joseph Richard"
1961-10-30,"Joseph Richard, Scott William"
1887-2-28,"Joseph Roamon"
1963-5-3,"Joseph Robert"
1938-8-27,"Joseph Robert"
1931-8-27,"Joseph Robert"
1971-10-11,"Joseph Rodger"
1900-7-2,"Joseph Rosenblum, Henry Arthur"
1940-11-8,"Joseph Rudolph"
1845-6-13,"Joseph S."
1932-5-26,"Joseph Salvatore"
1876-1-1,"Joseph Samuel, Harry Clayton"
1977-9-7,"Joseph Shane"
1885-7-8,"Joseph Shelby"
1967-5-26,"Joseph Stacy"
1910-11-4,"Joseph Stanley"
1895-1-24,"Joseph Stanley"
1915-8-25,"Joseph Steven"
1884-3-3,"Joseph Steven"
1971-9-19,"Joseph Thomas"
1959-2-15,"Joseph Thomas"
1907-6-28,"Joseph Thomas"
1954-1-30,"Joseph Thomas, David William"
1916-10-8,"Joseph Thomas, Rex Ralston"
1880-2-21,"Joseph Thompson, William Simmons"
1967-10-8,"Joseph Timothy"
1967-10-25,"Joseph Todd"
1853-11-11,"Joseph V."
1903-2-3,"Joseph Valentine"
1931-7-31,"Joseph Vann, Walter Gary"
1915-3-28,"Joseph Victor Lawrence"
1916-6-16,"Joseph Vincent"
1887-4-21,"Joseph Vincent, John Austin"
1862-3-13,"Joseph W."
1936-11-12,"Joseph Walter"
1917-9-21,"Joseph Walton"
1898-7-22,"Joseph Warwick"
1964-9-10,"Joseph Wayne"
1953-1-1,"Joseph Wayne, Lynn Morris"
1898-10-9,"Joseph Wheeler"
1850-7-24,"Joseph Wick"
1927-10-30,"Joseph Wilbur"
1951-5-12,"Joseph William"
1946-1-7,"Joseph William"
1892-6-6,"Joseph William"
1882-3-18,"Joseph William"
1876-6-1,"Joseph William"
1859-6-27,"Joseph William"
1891-7-3,"Joseph William"
1975-8-2,"Joseph William"
1899-7-19,"Joseph William"
1900-9-2,"Joseph William"
1893-3-12,"Joseph William, Alexander Nathaniel"
1979-9-29,"Joseph William, David Shelley"
1951-1-6,"Joseph, Donald Edward"
1986-2-9,"Josh Steven"
1847-5-10,Joshua
1988-2-12,"Joshua Aaron"
1981-3-26,"Joshua Aaron"
1985-12-8,"Joshua Adam, Robert D."
1989-4-21,"Joshua Alan"
1980-12-16,"Joshua Alan"
1879-3-8,"Joshua Baldwin"
1984-12-23,"Joshua Blake"
1983-6-2,"Joshua Brent"
1982-7-18,"Joshua Charles"
1988-1-26,"Joshua Cole"
1985-6-28,"Joshua Colt"
1978-12-5,"Joshua Craig"
1978-3-30,"Joshua David"
1979-2-17,"Joshua David"
1985-8-19,"Joshua David"
1982-12-14,"Joshua Dean"
1977-2-26,"Joshua Eric"
1885-7-5,"Joshua Ernest"
1975-4-29,"Joshua Gibson, Rafael Jose"
1868-8-18,"Joshua Harry"
1981-5-21,"Joshua Holt"
1982-8-31,"Joshua J."
1982-8-4,"Joshua James"
1984-12-11,"Joshua James"
1984-12-18,"Joshua Joel"
1982-12-17,"Joshua LaRoy, Juan Manuel"
1978-5-12,"Joshua Lee"
1986-11-13,"Joshua Lee, Juan Carlos, Bryan Cole, Wade A."
1887-11-13,"Joshua M."
1982-8-18,"Joshua Matthew"
1870-1-31,"Joshua Mercer"
1984-1-31,"Joshua Michael"
1986-2-7,"Joshua Michael"
1986-10-28,"Joshua Michael"
1978-4-11,"Joshua Morgan"
1980-5-15,"Joshua Patrick"
1988-1-22,"Joshua Patrick William"
1988-3-14,"Joshua Randall"
1977-8-20,"Joshua Ray, Aaron Wade"
1982-4-14,"Joshua S."
1976-12-13,"Joshua Smith"
1984-9-14,"Joshua Stephen, Robert Jonathan"
1979-3-31,"Joshua Thomas, Charles Nelson"
1989-8-27,"Joshua Warren"
1986-12-17,"Joshua Wayne"
1984-12-5,"Joshua William"
1975-5-19,"Joshua William"
1987-6-15,"Joshua William, Eduardo Michelle, Jacob David"
1967-10-16,Josias
1895-3-26,Josie
1989-3-31,"Josmil Oswaldo, Alfredo"
1900-6-26,"Joubert Lum, Elmer Ellsworth"
1909-6-1,"Joyner Clifford"
1938-12-18,"Joyner Michael"
1956-3-16,Juan
1978-11-7,Juan
1962-1-25,Juan
1968-3-29,Juan
1969-10-20,"Juan Alberto"
1966-10-28,"Juan Andres, Timothy Paul"
1937-10-20,"Juan Antonio"
1949-3-8,"Juan Antonio"
1967-2-1,"Juan Antonio, Timothy James"
1983-11-5,"Juan Bautista"
1954-11-30,"Juan Bautista"
1979-3-22,"Juan C."
1989-11-16,"Juan C."
1983-7-14,"Juan Carlos"
1970-5-5,"Juan Carlos"
1974-2-19,"Juan Carlos"
1971-8-5,"Juan Carlos"
1976-6-4,"Juan Carlos, Chang-Yong"
1978-10-15,"Juan Carlos, Joshua Wayne"
1988-8-16,"Juan Carlos, Justin Scott"
1975-2-28,"Juan Carlos, Ricky L."
1977-8-14,"Juan D'Vaughn, Scott Christopher"
1976-3-8,"Juan de Dios, Ryan Paul"
1970-6-23,"Juan Francisco"
1977-6-27,"Juan Francisco"
1934-6-16,"Juan Francisco"
1928-2-27,"Juan Francisco"
1972-6-20,"Juan Gabriel, Gabor Paul"
1956-1-12,"Juan Guillermo"
1987-8-2,"Juan Jose"
1950-5-13,"Juan Jose, Robert John"
1978-7-3,"Juan Luis"
1975-8-19,"Juan Luis"
1973-8-9,"Juan M."
1965-1-5,"Juan Manuel"
1979-1-23,"Juan Manuel"
1981-1-26,"Juan Manuel, Joshua David"
1977-2-17,"Juan Miguel"
1960-12-9,"Juan Milton"
1942-7-14,"Juan Onofre Velez"
1969-9-25,"Juan Oscar, John David, Anthony Darrell"
1989-3-17,"Juan Osvaldo"
1978-9-3,"Juan Pablo"
1986-8-31,"Juan Ramon"
1980-5-18,"Juan Ramon, Luis Enrique"
1979-11-7,"Juan Ramon, William"
1958-2-23,"Juan Roberto, John T."
1937-2-7,"Juan Roman"
1953-10-21,"Juan Tyrone"
1881-9-15,"Judd Bruce"
1888-6-16,"Judson Fabian"
1869-1-13,"Judson Grant"
1884-3-14,"Judson Lawrence"
1973-5-22,Julian
1970-8-13,"Julian Edward"
1902-2-9,"Julian Valentine, Donald Wayne"
1921-1-28,Julio
1931-12-20,Julio
1986-2-20,"Julio Alberto"
1991-1-27,"Julio Alberto"
1973-6-10,"Julio Alberto, Calvin"
1972-1-29,"Julio Alberto, Morgan"
1968-9-7,"Julio Cesar"
1975-11-16,"Julio Cesar"
1977-8-2,"Julio Cesar"
1952-12-25,"Julio Cesar"
1958-8-23,"Julio Cesar"
1977-8-10,"Julio Cesar, Lorenzo Antonio"
1960-1-8,"Julio Cesar, Randy Max"
1982-12-31,"Julio Cesar, Ronald J."
1987-8-21,"Julio Daniel"
1968-10-13,"Julio Enrique"
1920-12-20,"Julio Enrique"
1939-6-9,"Julio Enrique, Douglas Horace"
1975-3-28,"Julio Ernesto, Stephen Lanier"
1973-1-20,"Julio Franklin"
1911-7-14,"Julio Giacomo"
1956-6-3,"Julio Julian Castillo"
1954-12-2,"Julio Louis"
1965-12-1,"Julio Segundo, Jeffrey Wilson"
1936-1-9,"Julio, Ralph Willard"
1857-10-27,Julius
1974-12-12,Julius
1868-11-7,"Julius Benjamin"
1899-6-25,"Julius Foust"
1865-8-8,"Julius Henry, William Skeen"
1906-3-22,"Julius Joseph, Carlton Overton, Marvin James"
1922-12-25,"Julius Neal"
1900-4-4,"Julius Norris"
1967-10-3,"Junior Francisco"
1990-3-27,"Junior Osvaldo, Jacob Todd"
1950-8-9,"Junior Raymond"
1993-2-20,"Jurickson Barthelomeus"
1983-11-6,"Justin Adam"
1987-10-21,"Justin Andrew"
1980-4-3,"Justin Barnett"
1978-2-11,"Justin Brent"
1983-2-20,"Justin Brooks, Jose Guillermo"
1984-6-7,"Justin Christopher"
1977-11-19,"Justin Craig"
1985-3-22,"Justin Daniel"
1981-9-13,"Justin Duane"
1981-5-15,"Justin Ernest George"
1891-6-26,"Justin Howard, Albert Alfred"
1987-8-18,"Justin James"
1984-1-18,"Justin Joseph"
1980-7-17,"Justin Joseph"
1986-12-5,"Justin Kyle"
1985-9-23,"Justin Louis"
1976-6-9,"Justin Malcolm"
1911-8-9,"Justin Marion"
1977-8-27,"Justin Mark"
1982-4-12,"Justin Marshall"
1980-5-24,"Justin Michael"
1988-1-12,"Justin Michael"
1986-10-22,"Justin Michael, Christopher Patrick"
1982-7-1,"Justin Patrick"
1977-3-9,"Justin Paul"
1979-4-16,"Justin Ray, Justin Morgan"
1974-8-1,"Justin Reis"
1984-2-11,"Justin Richard"
1987-6-13,"Justin Ryan"
1973-9-5,"Justin Scott"
1912-3-24,"Justin Theodore"
1975-10-7,"Justin Thomas"
1874-2-20,"Justin Titus, Samuel Earle"
1980-9-9,"Justin Todd"
1973-3-8,"Justin Willard, Mark Francis"
1982-8-6,"Justin William"
1987-8-25,"Justis Logan, Adam Parrish, Justin Irvin"
1931-4-14,"Kal Hill, Donald Athey"
1963-8-20,"Kalvoski, Jose Isabel, Bradley James, Israel"
1984-5-10,"Kameron Kraig, Edward Jose"
1975-6-25,"Kane Thomas"
1986-2-6,"Kanekoa Jacob"
1956-5-27,"Karl Adam, Mark Alan"
1930-7-6,"Karl Arthur"
1920-2-22,"Karl August"
1931-6-23,"Karl Benjamin"
1891-5-15,"Karl Daniel"
1968-8-21,"Karl Derrick, Michael William"
1892-12-25,"Karl Dickey, Walter Henry"
1955-3-29,"Karl Douglas"
1900-12-17,"Karl Edward"
1884-5-21,"Karl Gustave"
1959-3-6,"Karl Jon"
1937-9-5,"Karl Otto"
1982-4-8,"Kason Ronald"
1968-2-22,Kazuhiro
1973-9-9,Kazuhisa
1976-8-4,"Kazuo, Scott Cameron"
1979-7-13,Kei
1968-9-28,Keiichi
1971-4-17,Keith
1955-12-30,Keith
1953-10-20,Keith
1978-10-8,"Keith A."
1963-6-12,"Keith Alan"
1951-7-2,"Keith Alan"
1954-10-21,"Keith Alan"
1969-8-6,"Keith Alexander"
1989-1-30,"Keith Allen"
1959-4-25,"Keith Anthony"
1969-1-22,"Keith Bradley"
1964-2-14,"Keith Edward, William Patrick"
1974-12-24,"Keith H. M., Kevin Austin, Jamey Alan"
1953-5-3,"Keith Lavarne"
1923-4-27,"Keith Marshall"
1955-12-23,"Keith Martin"
1976-5-5,"Keith Michael"
1968-10-22,"Keith Richard"
1959-2-19,"Keith Rowe, Timothy Philip"
1964-11-10,"Keith Virgil, Shawn Leroy, Kenneth Scott, Milciades Arturo"
1968-1-21,"Keith Wayne, Thomas James"
1963-9-12,"Keith Wills, Michael Joseph"
1980-4-29,"Kelly Brian"
1975-4-16,"Kelly Daniel"
1972-7-12,"Kelly Douglas"
1945-9-28,"Kelly Eugene"
1957-10-17,"Kelly Jay"
1967-8-17,"Kelly John"
1970-2-14,"Kelly Lee, Takashi"
1957-9-4,"Kelly Mark"
1960-10-25,"Kelly Robert"
1962-2-26,"Kelly Wayne"
1976-4-11,"Kelvim Jose"
1989-12-31,"Kelvin De Jesus"
1956-6-2,"Kelvin Keith"
1980-10-27,"Kelvin Rogelio"
1906-8-13,"Kemp Caswell, Clifford William, Carlos Whitman, Charles Arthur"
1947-8-4,"Ken Sterling"
1990-12-21,"Kendall Chase"
1932-9-8,"Kendall Cole"
1913-10-6,"Kendall Fay"
1983-6-20,Kendrys
1866-11-20,"Kenesaw Mountain"
1976-6-8,Kenji
1987-9-30,"Kenley Geronimo"
1967-5-31,Kenneth
1960-11-28,Kenneth
1974-11-27,"Kenneth Alan"
1913-2-6,"Kenneth Albert"
1915-5-2,"Kenneth Albert, Kenneth Franklin"
1961-1-19,"Kenneth Allen"
1954-8-6,"Kenneth Allen"
1979-1-26,"Kenneth Alphonso"
1934-12-2,"Kenneth Andre Ian"
1963-8-21,"Kenneth Bernard"
1964-7-8,"Kenneth Brian, Robert Wayne"
1967-6-6,"Kenneth Cecil"
1943-8-17,"Kenneth Charles"
1933-12-31,"Kenneth Darrell"
1917-8-8,"Kenneth David"
1985-9-4,"Kenneth David"
1948-1-19,"Kenneth Douglas"
1941-12-23,"Kenneth Douglass"
1954-4-6,"Kenneth Earl"
1958-2-12,"Kenneth Earl, James William"
1974-12-5,"Kenneth Edward"
1967-3-18,"Kenneth Edward"
1950-9-29,"Kenneth Edward, James Frederick"
1917-7-6,"Kenneth Eugene"
1897-8-8,"Kenneth Eugene, Charles William"
1978-3-1,"Kenneth Eugene, Kristopher Shane"
1935-8-12,"Kenneth Faye"
1916-10-31,"Kenneth Frederick"
1903-4-13,"Kenneth Frederick"
1968-10-24,"Kenneth Frederick"
1963-4-21,"Kenneth Gene"
1946-2-23,"Kenneth George"
1941-7-8,"Kenneth George, Gary Melvin"
1959-2-25,"Kenneth Grant"
1970-10-13,"Kenneth Gregory"
1937-3-20,"Kenneth Harold"
1928-7-29,"Kenneth Henry"
1947-2-25,"Kenneth John"
1960-10-17,"Kenneth John"
1893-9-28,"Kenneth Johnston, William Herbert"
1916-5-3,"Kenneth Joseph"
1931-9-22,"Kenneth Joseph"
1928-6-10,"Kenneth Karl"
1934-7-13,"Kenneth Lawrence"
1935-5-18,"Kenneth Lee"
1947-1-4,"Kenneth Lee"
1942-6-1,"Kenneth Lee, Cecil Randolph"
1888-7-14,"Kenneth Leland"
1934-4-30,"Kenneth Leo"
1921-10-17,"Kenneth Leroy"
1901-9-16,"Kenneth Lowther"
1978-2-23,"Kenneth Luke"
1921-1-21,"Kenneth Lyle"
1954-2-1,"Kenneth Mark"
1969-11-3,"Kenneth Neal"
1971-1-27,"Kenneth Paul"
1916-6-23,"Kenneth Peter"
1951-7-29,"Kenneth Peter, Gregory Brian, Daniel, Gary Leah"
1934-3-10,"Kenneth Purvis"
1956-5-4,"Kenneth Ray, Ubaldo Jose"
1938-12-14,"Kenneth Raymond"
1990-9-20,"Kenneth Robert"
1948-5-7,"Kenneth Roger"
1933-11-11,"Kenneth Rogers"
1946-9-8,"Kenneth Roth"
1890-6-28,"Kenneth Roy"
1964-4-6,"Kenneth Royal"
1947-12-15,"Kenneth Stewart"
1895-11-8,"Kenneth Thomson"
1933-6-16,"Kenneth Travis"
1946-12-29,"Kenneth Victor"
1923-1-14,"Kenneth Wandersee"
1946-9-4,"Kenneth Warren"
1951-10-1,"Kenneth Wayne"
1947-6-10,"Kenneth Wayne"
1919-12-15,"Kenneth Wayne"
1916-11-18,"Kenneth William"
1967-5-12,"Kenneth William"
1896-4-24,"Kenneth William, Francis Arthur"
1990-8-1,Kennys
1981-5-20,Kensuke
1902-7-1,Kent
1960-5-21,"Kent Allen"
1968-11-14,"Kent Dennis"
1968-2-1,"Kent Franklin"
1963-8-12,"Kent McKay"
1934-12-17,"Kent William"
1947-3-5,"Kenton Charles"
1931-5-20,"Kenton Lloyd"
1922-11-18,"Kermit Emerson"
1972-8-7,"Kerry Ardeen"
1971-5-11,"Kerry Dale"
1977-6-16,"Kerry Lee"
1952-7-1,"Kerry Michael"
1971-1-25,"Kerry Thomas"
1970-10-29,"Kerwin Lamar"
1981-7-25,Kevin
1976-11-4,"Kevin Albert Francis"
1984-7-8,"Kevin Alexander"
1988-2-19,"Kevin Allen"
1989-1-4,"Kevin Andrew"
1961-5-23,"Kevin Andrew"
1956-8-9,"Kevin Andrew"
1971-1-28,"Kevin Anthony"
1971-4-13,"Kevin Arthur"
1955-12-19,"Kevin Bruce"
1959-5-12,"Kevin Charles, William"
1969-1-13,"Kevin Christopher, Orlando"
1954-5-26,"Kevin Curtis"
1965-6-8,"Kevin D."
1964-8-3,"Kevin Daniel"
1962-1-13,"Kevin Darnell"
1965-1-4,"Kevin Dean"
1979-9-18,"Kevin Deshawn, William Henry"
1966-3-5,"Kevin Dewayne"
1963-1-26,"Kevin DeWayne, Jose Altagracia"
1967-8-8,"Kevin Donnell, Matthew Christopher"
1970-2-13,"Kevin Douglas"
1979-3-15,"Kevin Edmund"
1981-6-8,"Kevin Eric"
1960-3-8,"Kevin Eugene"
1978-1-7,"Kevin Ford"
1977-12-6,"Kevin Forrest"
1961-6-8,"Kevin Frank"
1976-7-26,"Kevin Gary"
1965-11-7,"Kevin Gerard"
1976-12-7,"Kevin James"
1990-4-22,"Kevin James"
1955-11-22,"Kevin Jay, Jimmy Wayne"
1959-1-16,"Kevin John"
1991-1-6,"Kevin John"
1971-2-10,"Kevin John"
1976-8-1,"Kevin John"
1980-8-24,"Kevin John"
1979-12-15,"Kevin John"
1976-1-5,"Kevin Joseph"
1921-4-10,"Kevin Joseph Aloysius"
1973-4-21,"Kevin Lee"
1969-12-3,"Kevin Lee"
1962-3-26,"Kevin Lee"
1972-9-1,"Kevin Leonard"
1968-1-29,"Kevin Lynn"
1984-7-26,"Kevin Martin, Brandon John"
1982-5-14,"Kevin Michael"
1970-6-28,"Kevin Michael"
1976-9-20,"Kevin Michael"
1946-8-4,"Kevin Michael"
1977-6-28,"Kevin Michael, Christopher Michael"
1961-9-28,"Kevin Michael, Edward John, William F."
1978-3-11,"Kevin Patrick"
1975-3-12,"Kevin Patrick"
1974-1-1,"Kevin Patrick"
1953-7-22,"Kevin Patrick"
1964-11-9,"Kevin Paul"
1964-2-18,"Kevin Ray"
1965-1-19,"Kevin Reese"
1967-1-10,"Kevin Richard"
1953-10-2,"Kevin Richard"
1955-7-13,"Kevin Robert"
1988-11-28,"Kevin Robert"
1989-7-20,"Kevin Ryan, Matthew"
1969-6-10,"Kevin Scot"
1969-6-16,"Kevin Stacey"
1975-7-26,"Kevin Stewart"
1969-8-1,"Kevin Thomas, Brent Bradley"
1982-5-24,"Kevin Vincent"
1966-10-21,"Kevin Wade"
1964-12-6,"Kevin Wade"
1969-10-9,"Kevin Wayne"
1967-1-22,"Kevin Wayne"
1987-12-21,"Khristopher Adrian"
1953-4-5,"Kim Bryant"
1953-11-14,"Kim Darrell"
1957-5-6,"Kim Michael"
1972-7-21,"Kimera Anotchi"
1968-3-15,"Kimothy Emil"
1868-6-12,"King Solomon"
1954-10-29,"Kip Lane"
1964-8-24,"Kip Lee"
1987-3-25,"Kirby Kali, Hyun-jin"
1960-3-14,"Kirby, Gerald Duane"
1961-4-9,"Kirk Edward, Brian Richard"
1957-5-28,"Kirk Harold, Thomas Raymond"
1969-10-28,"Kirk Matthew"
1970-12-1,"Kirk Wesley"
1968-12-24,"Kirt Stanley"
1973-8-28,"Kit Donovan"
1975-4-3,Koji
1987-10-14,"Kole Alan"
1990-10-10,"Kolten Kaha, Shelby Charles"
1976-7-16,"Korwin Jay"
1981-12-8,"Kory Christopher"
1979-3-9,"Koyie Dolan"
1984-10-14,"Kristofer Michael"
1986-2-1,"Kristopher David, Justin Ryan"
1976-8-6,"Kristopher Kyle"
1965-6-4,"Kurt Andrew, Dale LeBeau"
1947-1-23,"Kurt Anthony"
1980-8-11,"Kurt Daniel"
1967-2-20,"Kurt David"
1959-7-3,"Kurt David"
1955-10-16,"Kurt Elliott"
1978-9-9,"Kurt Harold"
1983-10-4,"Kurt Kiyoshi"
1887-5-12,"Kurt Moritz, Eugene Hamlet"
1969-6-2,"Kurt Thomas"
1899-8-14,Kyle
1991-9-25,Kyle
1987-10-23,"Kyle Benjamin, Felix Antonio"
1989-12-7,"Kyle Christian"
1977-7-27,"Kyle Dean"
1987-11-3,"Kyle Duerr"
1977-9-9,"Kyle Ehren"
1989-8-12,"Kyle Eric"
1989-9-30,"Kyle James"
1987-1-7,"Kyle Jordan, Brandon"
1987-11-11,"Kyle Landon"
1978-10-4,"Kyle Matthew"
1984-4-3,"Kyle Ray"
1991-12-15,"Kyle Richard"
1984-8-26,"Kyle Rodney"
1990-3-1,"Kyle Trent"
1902-6-6,"Lafayette Fresco"
1899-6-7,"Lafayette Marion"
1866-5-12,"Lafayette Napoleon"
1881-10-23,"Lafayette Sharkey"
1950-9-2,Lamar
1910-10-18,"Lamar Ashby"
1937-6-9,"Lamar Gary"
1915-10-6,"Lambert Daniel"
1872-11-7,"Lamont Amos, William Joseph"
1897-12-18,"Lance Clayton"
1983-8-20,"Lance Daniel"
1985-5-26,"Lance Frederick, Kevin John"
1964-3-8,"Lance Graye"
1979-1-29,"Lance Joseph"
1947-7-6,"Lance Levis, Nestor Isaias"
1956-6-15,"Lance Michael"
1969-10-19,"Lance Michael"
1963-12-6,"Lance Robert"
1980-8-19,"Lance Robert"
1967-7-21,"Lance Telford"
1911-2-11,Lancelot
1982-3-19,"Landon Reed"
1989-11-13,"Lane Weston, Carlos David"
1976-5-25,"Lariel Alfonso"
1956-7-3,Larry
1949-12-21,Larry
1953-4-1,Larry
1937-7-10,"Larry Allen"
1953-11-10,"Larry Alton, Larry Richard, Paul Gayton"
1969-10-11,"Larry Christopher"
1936-4-18,"Larry Curtis"
1958-3-11,"Larry Dale"
1953-11-3,"Larry Darnell, Bobby LaRue"
1958-9-24,"Larry David, James Justin"
1954-2-10,"Larry Dean"
1978-2-24,"Larry Dewayne, Steven Alexander"
1937-6-19,"Larry Don"
1951-11-13,"Larry Duane"
1944-1-13,"Larry Edward"
1947-9-11,"Larry Eugene"
1953-5-6,"Larry Eugene"
1947-5-5,"Larry Eugene"
1941-6-29,"Larry Floyd, John Dominic"
1921-5-4,"Larry Francis"
1965-5-22,"Larry Gene"
1940-10-10,"Larry Hans, Grover David"
1970-5-14,"Larry James"
1956-4-25,"Larry John"
1966-12-1,"Larry Kenneth Robert, Gregory Winston"
1959-12-6,"Larry Kent"
1940-3-1,"Larry Leslie"
1937-12-24,"Larry Lynn"
1954-4-3,"Larry Marvin"
1949-5-4,"Larry Patrick"
1971-10-16,"Larry Paul"
1962-7-29,"Larry Randall"
1974-7-23,"Larry Richard"
1955-3-11,"Larry Robert"
1975-9-17,"Larry Ryan"
1935-10-12,"Larry Sidney, Anthony Christopher"
1952-9-8,"Larry Stephen"
1959-5-28,"Larry Steven"
1972-4-24,"Larry Wayne"
1969-10-25,"Larry Wayne, Keith John"
1963-2-25,"Larry Wayne, Paul Andrew, Joel Jacob"
1975-8-30,"Larry William"
1949-10-10,"Larry, Robert Walter"
1953-9-7,LaRue
1889-12-30,LaRue
1950-1-28,Larvell
1955-10-4,"Lary Alan"
1959-1-30,LaSchelle
1985-4-5,"Lastings Darnell, Ian Kenneth"
1885-7-21,"Laurence Albert"
1904-11-4,"Laurence Earl"
1894-1-1,"Laurence H., Frank Edward"
1949-2-14,"Laurence Joseph"
1886-5-2,"Laurence Russell"
1942-10-18,"Lavern George, William Wattison"
1949-6-2,"Lavern Jack"
1890-2-19,"LaVerne Ashford"
1876-5-1,Lawrence
1878-6-9,Lawrence
1935-7-25,Lawrence
1943-1-4,"Lawrence Alan"
1953-6-4,"Lawrence Calvin"
1878-7-18,"Lawrence Charles"
1967-3-28,"Lawrence Christopher, Shawn Kealoha"
1948-5-2,"Lawrence Clyde"
1919-7-14,"Lawrence Columbus"
1931-6-2,"Lawrence Curtis, Marshall"
1945-7-27,"Lawrence David"
1880-8-9,"Lawrence Delano"
1952-12-3,"Lawrence Dennis"
1941-9-11,"Lawrence Donald"
1934-3-3,"Lawrence Donald"
1946-9-22,"Lawrence Edward"
1925-8-20,"Lawrence Edward"
1920-9-22,"Lawrence Edward, Robert Granville"
1923-12-13,"Lawrence Eugene"
1930-3-9,"Lawrence Glenn Hope"
1907-11-1,"Lawrence Herbert"
1890-6-5,"Lawrence Howard"
1905-1-21,"Lawrence Hyer"
1897-11-20,"Lawrence James"
1956-6-20,"Lawrence James"
1910-5-21,"Lawrence John"
1905-9-22,"Lawrence Joseph"
1920-7-16,"Lawrence Joseph"
1886-7-31,"Lawrence Joseph"
1875-7-5,"Lawrence Joseph"
1896-9-5,"Lawrence Kirby"
1968-2-18,"Lawrence Kyle"
1884-10-8,"Lawrence Ledwith"
1938-3-5,"Lawrence Lee"
1954-3-12,"Lawrence Lee"
1862-7-14,"Lawrence Long"
1972-8-20,"Lawrence Michael"
1848-8-10,"Lawrence P."
1894-5-16,"Lawrence Patrick"
1937-8-22,"Lawrence Patrick D."
1965-10-28,"Lawrence Paul"
1925-5-12,"Lawrence Peter"
1945-6-6,"Lawrence Rayford"
1945-12-6,"Lawrence Robert, Jay Steven"
1942-6-8,"Lawrence Robert, Peter Alexander"
1955-5-31,"Lawrence Thomas"
1924-8-17,"Lawrence Thomas"
1901-6-8,"Lawrence William"
1919-4-3,"Lawrence William"
1951-2-14,"Lawrence William"
1891-12-3,"Lawrence William"
1895-9-28,"Lawton Walter, Harold Frederick"
1934-11-25,"Lazaro Ramon Gonzalo"
1862-3-16,"Leander Franklin"
1932-10-7,"Leavitt Leo"
1866-8-21,"Ledell N."
1888-3-29,Lee
1887-4-25,"Lee Claire"
1937-7-16,"Lee Constantine"
1948-9-18,"Lee Edward, Kenneth Alven"
1913-11-17,"Lee Elbert"
1913-7-13,"Lee Elmer"
1880-10-26,"Lee Ford"
1910-6-28,"Lee Jesse"
1955-3-25,"Lee Louis"
1978-8-21,"Lee Mathew, Jason Scott"
1913-10-8,"Lee Otis"
1915-2-3,"Lee Ravon"
1904-2-9,"Lee Roy"
1907-10-23,"Lee Theo"
1923-11-11,"Lee Vincent"
1947-10-1,"Lee William, Angel Remigio"
1892-11-5,"Lee William, Clarence Everett, Alfred John"
1932-3-18,"Lee Willie"
